expert_id,expertise_primary,external_to_trias,vignette_id,item_id,item_classification,status_if_J5,relation_if_J6,referent_if_J6,requires_missing_specialist_info,substantive_wording_ambiguity,confidence_1_5,comment
E01,,,,,,,,,,,,
